full_tone_period_a	full_tone_period_b	full_tone_period_c	volumeA	volumeB	volumeC	mask_a	mask_b	mask_c	full_envelope_period	envelope_shape	noise_period
0	0	0	0	0	16	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
37	866	0	15	15	16	0|0|0	0|1|0	0|1|0	0	0	15
74	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
148	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	0	13	8	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	11	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
41	0	0	11	15	16	0|0|0	1|0|0	0|1|0	0	10	0
83	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
166	664	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
41	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
70	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
140	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	866	0	13	15	16	0|0|0	0|1|0	0|1|0	0	0	14
0	1058	0	12	14	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1280	0	11	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	0	0|0|0	0|0|0	0|0|0	0	0	0
37	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
74	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
148	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
35	0	0	15	15	0	0|0|0	1|0|0	0|1|0	0	10	0
70	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
140	664	0	0	16	0	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
35	0	0	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
140	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
35	866	0	15	15	0	0|0|0	0|0|0	0|0|0	0	0	13
62	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
124	1280	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
35	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
140	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
31	0	0	15	15	0	0|0|0	1|0|0	0|1|0	0	10	0
62	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
124	1327	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
31	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
62	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
124	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	866	2232	15	15	16	0|0|0	0|1|0	0|1|0	35	10	12
55	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
111	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
28	1570	2655	15	8	16	0|0|0	0|1|0	0|1|0	42	10	0
62	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
124	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
31	0	1116	15	15	16	0|0|0	1|0|0	0|1|0	35	10	0
55	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
111	1116	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
55	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
111	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
23	866	0	15	15	16	0|0|0	0|1|0	0|1|0	0	0	11
47	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
93	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	0	13	8	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	11	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	0	0	11	15	16	0|0|0	1|0|0	0|1|0	0	10	0
55	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
111	558	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
41	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	866	17	13	15	11	0|0|0	0|1|0	0|0|0	0	0	10
0	1058	35	12	14	9	0|0|0	0|0|0	0|0|0	0	0	0
0	1280	70	11	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	7	0|0|0	0|0|0	0|0|0	0	0	11
23	1570	17	11	8	11	0|0|0	0|0|0	0|0|0	0	0	10
47	0	35	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
93	0	70	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	11
21	0	17	15	15	13	0|0|0	1|0|0	0|0|0	0	10	10
41	0	35	0	9	10	0|0|0	0|0|0	0|0|0	0	0	0
83	558	70	0	16	5	0|0|0	0|1|0	0|0|0	0	0	0
0	0	0	14	0	8	0|0|0	0|0|0	0|0|0	0	0	11
21	0	17	11	0	11	0|0|0	0|0|0	0|0|0	0	0	10
41	0	35	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
83	0	70	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	11
18	866	17	15	15	11	0|0|0	0|0|0	0|0|0	0	0	9
37	1058	35	0	14	9	0|0|0	0|0|0	0|0|0	0	0	0
74	1280	70	0	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	7	0|0|0	0|0|0	0|0|0	0	0	10
21	1570	17	11	8	13	0|0|0	0|0|0	0|0|0	0	0	9
41	0	35	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
83	0	70	0	0	5	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	8	0|0|0	0|0|0	0|0|0	0	0	10
18	1006	17	15	15	11	0|0|0	0|0|0	0|0|0	0	0	9
37	1198	35	0	14	9	0|0|0	0|0|0	0|0|0	0	0	0
74	1280	70	0	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	1646	0	14	10	7	0|0|0	0|0|0	0|0|0	0	0	10
18	174	17	11	8	13	0|0|0	0|0|0	0|0|0	0	0	9
37	0	35	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
74	0	70	0	0	5	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	8	0|0|0	0|0|0	0|0|0	0	0	10
21	866	836	15	15	16	0|0|0	0|1|0	0|1|0	26	10	8
41	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
83	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	1116	10	8	16	0|0|0	0|1|0	0|1|0	35	10	0
0	0	0	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	8	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	7	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	836	11	15	16	0|0|0	1|0|0	0|1|0	26	10	0
93	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
186	136	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
21	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
41	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
21	866	0	11	15	16	0|0|0	0|1|0	0|1|0	0	0	7
41	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
83	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	10	10	0	0|0|0	0|0|0	0|0|0	0	0	0
47	1570	0	11	8	16	0|0|0	0|1|0	0|1|0	0	0	0
93	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
186	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	0	15	15	16	0|0|0	1|0|0	0|1|0	0	10	0
93	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
186	836	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
21	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
41	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
23	98	0	15	15	16	0|0|0	0|1|0	0|1|0	0	0	6
47	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
93	1280	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
47	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
93	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
186	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	0	11	15	0	0|0|0	1|0|0	0|1|0	0	10	0
93	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
186	836	0	0	16	0	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
23	0	0	15	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
93	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
23	98	0	11	15	0	0|0|0	0|0|0	0|0|0	0	0	5
47	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
93	1280	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	0	0|0|0	0|0|0	0|0|0	0	0	0
47	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
93	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
186	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	0	0	15	15	0	0|0|0	1|0|0	0|1|0	0	10	0
93	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
186	836	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
23	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
47	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
93	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	98	118	15	15	16	0|0|0	0|1|0	0|1|0	28	10	4
55	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
111	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
47	1570	68	11	8	16	0|0|0	0|1|0	0|1|0	26	10	0
93	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
186	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	118	11	15	16	0|0|0	1|0|0	0|1|0	28	10	0
111	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
221	886	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
55	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
111	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	98	0	11	15	16	0|0|0	0|1|0	0|1|0	0	0	3
55	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
111	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	10	10	0	0|0|0	0|0|0	0|0|0	0	0	0
55	1570	0	11	8	16	0|0|0	0|1|0	0|1|0	0	0	0
111	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
221	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	0	15	15	16	0|0|0	1|0|0	0|1|0	0	10	0
111	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
221	443	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
28	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
55	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
111	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
35	866	13	15	15	13	0|0|0	0|1|0	0|0|0	0	10	2
70	1058	28	0	14	10	0|0|0	0|0|0	0|0|0	0	0	0
140	1280	55	0	12	5	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	8	0|0|0	0|0|0	0|0|0	0	0	3
55	1570	13	11	8	11	0|0|0	0|0|0	0|0|0	0	0	2
111	0	28	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
221	0	55	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	3
55	0	13	11	15	11	0|0|0	1|0|0	0|0|0	0	10	2
111	0	28	0	9	9	0|0|0	0|0|0	0|0|0	0	0	0
221	443	55	0	16	4	0|0|0	0|1|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	3
35	0	13	15	0	13	0|0|0	0|0|0	0|0|0	0	0	2
70	0	28	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
140	0	55	0	0	5	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	14	0	8	0|0|0	0|0|0	0|0|0	0	0	3
35	866	13	11	15	11	0|0|0	0|0|0	0|0|0	0	0	1
70	1058	28	0	14	9	0|0|0	0|0|0	0|0|0	0	0	0
140	1280	55	0	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	7	0|0|0	0|0|0	0|0|0	0	0	2
55	1570	13	11	8	11	0|0|0	0|0|0	0|0|0	0	0	1
111	0	28	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
221	0	55	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	2
55	891	13	15	15	13	0|0|0	0|0|0	0|0|0	0	0	1
111	1083	28	0	14	10	0|0|0	0|0|0	0|0|0	0	0	0
221	1280	55	0	12	5	0|0|0	0|0|0	0|0|0	0	0	0
0	251	0	14	10	8	0|0|0	0|0|0	0|0|0	0	0	2
35	1595	13	11	8	11	0|0|0	0|0|0	0|0|0	0	0	1
70	0	28	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
140	0	55	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	2
83	866	1327	15	15	16	0|0|0	0|1|0	0|1|0	42	10	0
166	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
332	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	2655	13	8	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	11	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
41	0	1327	11	15	16	0|0|0	1|0|0	0|1|0	0	10	0
83	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
166	1327	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	0	0	16	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
74	866	0	15	15	16	0|0|0	0|1|0	0|1|0	0	0	1
148	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
296	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	0	13	8	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	11	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	0	11	15	16	0|0|0	1|0|0	0|1|0	0	10	0
166	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
332	664	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
83	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
140	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
279	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	866	0	13	15	16	0|0|0	0|1|0	0|1|0	0	0	2
0	1058	0	12	14	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1280	0	11	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	0	0|0|0	0|0|0	0|0|0	0	0	0
74	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
148	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
296	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	0	15	15	0	0|0|0	1|0|0	0|1|0	0	10	0
140	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
279	664	0	0	16	0	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	0	0	11	0	0	0|0|0	0|0|0	0|0|0	0	0	0
140	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
279	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
70	866	0	15	15	0	0|0|0	0|0|0	0|0|0	0	0	3
124	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
249	1280	0	0	12	0	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
70	1570	0	11	8	0	0|0|0	0|0|0	0|0|0	0	0	0
140	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
279	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
62	0	0	15	15	0	0|0|0	1|0|0	0|1|0	0	10	0
124	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
249	1327	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
62	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
124	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
249	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	866	2232	15	15	16	0|0|0	0|1|0	0|1|0	35	10	4
111	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
221	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
55	1570	2655	15	8	16	0|0|0	0|1|0	0|1|0	42	10	0
124	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
249	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
62	0	1116	15	15	16	0|0|0	1|0|0	0|1|0	35	10	0
111	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
221	1116	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	0	11	0	16	0|0|0	0|1|0	0|1|0	0	0	0
111	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
221	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
47	866	0	15	15	16	0|0|0	0|1|0	0|1|0	0	0	5
93	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
186	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	0	13	8	16	0|0|0	0|1|0	0|1|0	0	0	0
0	0	0	12	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	11	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	0	11	15	16	0|0|0	1|0|0	0|1|0	0	10	0
111	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
221	558	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
55	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
83	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
166	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	14	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	866	17	13	15	11	0|0|0	0|1|0	0|0|0	0	0	6
0	1058	35	12	14	9	0|0|0	0|0|0	0|0|0	0	0	0
0	1280	70	11	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	10	10	7	0|0|0	0|0|0	0|0|0	0	0	7
47	1570	17	11	8	11	0|0|0	0|0|0	0|0|0	0	0	6
93	0	35	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
186	0	70	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	7
41	0	17	15	15	13	0|0|0	1|0|0	0|0|0	0	10	6
83	0	35	0	9	10	0|0|0	0|0|0	0|0|0	0	0	0
166	558	70	0	16	5	0|0|0	0|1|0	0|0|0	0	0	0
0	0	0	14	0	8	0|0|0	0|0|0	0|0|0	0	0	7
41	0	17	11	0	11	0|0|0	0|0|0	0|0|0	0	0	6
83	0	35	0	0	9	0|0|0	0|0|0	0|0|0	0	0	0
166	0	70	0	0	4	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	7	0|0|0	0|0|0	0|0|0	0	0	7
37	866	17	15	15	11	0|0|0	0|0|0	0|0|0	0	0	0
74	1058	35	0	14	9	0|0|0	0|0|0	0|0|0	0	0	0
148	1280	70	0	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	226	0	14	10	7	0|0|0	0|0|0	0|0|0	0	0	8
41	1570	17	11	8	13	0|0|0	0|0|0	0|0|0	0	0	7
83	0	35	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
166	0	70	0	0	5	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	8	0|0|0	0|0|0	0|0|0	0	0	8
37	1006	17	15	15	11	0|0|0	0|0|0	0|0|0	0	0	7
74	1198	35	0	14	9	0|0|0	0|0|0	0|0|0	0	0	0
148	1280	70	0	12	4	0|0|0	0|0|0	0|0|0	0	0	0
0	1646	0	14	10	7	0|0|0	0|0|0	0|0|0	0	0	8
37	174	17	11	8	13	0|0|0	0|0|0	0|0|0	0	0	7
74	0	35	0	0	10	0|0|0	0|0|0	0|0|0	0	0	0
148	0	70	0	0	5	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	10	0	8	0|0|0	0|0|0	0|0|0	0	0	8
41	866	836	15	15	16	0|0|0	0|1|0	0|1|0	26	10	0
83	1058	0	0	14	0	0|0|0	0|0|0	0|0|0	0	0	0
166	1280	0	0	12	0	0|0|0	0|1|0	1|1|0	0	0	0
0	226	0	14	10	0	0|0|0	0|0|0	0|0|0	0	0	0
0	1570	1116	10	8	16	0|0|0	0|1|0	0|1|0	35	10	0
0	0	0	9	0	0	0|0|0	0|0|0	0|0|0	0	0	0
0	0	0	8	0	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	7	0	0	0|0|0	0|0|0	0|0|0	0	0	0
93	0	836	11	15	16	0|0|0	1|0|0	0|1|0	26	10	0
186	0	0	0	9	0	0|0|0	0|0|0	0|0|0	0	0	0
372	136	0	0	16	0	0|0|0	0|1|0	1|1|0	0	0	0
0	0	0	10	0	0	0|0|0	0|0|0	0|0|0	0	0	0
41	0	0	15	0	16	0|0|0	0|1|0	0|1|0	0	0	0
83	0	0	0	0	0	0|0|0	0|0|0	0|0|0	0	0	0
166	0	0	0	0	0	0|0|0	0|1|0	1|1|0	0	0	0
